,Unnamed: 0,Single,Travel_Frequently,Educ.Human Resources,Married,Dept. Human Resources,Divorced,Non-Travel,Travel_Rarely,Manufacturing Director,Research Director,hora_ingreso,Manager,Sales,Sales Executive,Research Scientist,Healthcare Representative,Research & Development,Rol.Human Resources,Sales Representative,Laboratory Technician,Medical,Marketing,Technical Degree,Life Sciences,Other,hora_salida,TotalWorkingYears,Age,JobSatisfaction,WorkLifeBalance,YearsWithCurrManager,EnvironmentSatisfaction,YearsSinceLastPromotion,Resignation
461,461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.456870229007633,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.818988549618325,9.0,47,4,3,7,4,0,0.0
462,462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.172360050890584,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.61119592875318,7.0,30,3,3,1,1,0,1.0
463,463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.4785941475827,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.26138676844786,22.0,50,3,3,5,4,1,0.0
464,464,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.544243002544532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.706552162849878,3.0,38,3,2,2,3,0,0.0
465,465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.46243638676845,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.804993638676844,13.0,46,3,3,7,4,0,0.0
466,466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.50798346055979,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.65470737913486,5.0,24,3,3,2,4,3,0.0
467,467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.074745547073787,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.324809160305342,5.0,35,2,1,2,3,0,1.0
468,468,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.465139949109416,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.2746183206107,4.0,31,1,3,3,3,0,0.0
469,469,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.152830788804078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.82283715012723,0.0,18,4,3,0,2,0,0.0
470,470,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.970483460559793,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.765903307888038,22.0,54,3,3,8,3,0,0.0
471,471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,9.3897582697201,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.18101145038168,16.0,35,3,2,1,3,10,0.0
472,472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.068638676844785,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.07582697201018,9.0,30,1,2,7,2,1,0.0
473,473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.42722646310433,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.06173664122138,1.0,20,1,3,0,4,0,0.0
474,474,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.944052162849864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.546374045801524,4.0,30,2,3,2,2,1,1.0
475,475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.97837150127227,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.955438931297712,8.0,26,4,3,3,4,1,0.0
476,476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.904325699745547,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.290521628498722,4.0,22,1,2,1,2,1,0.0
477,477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.495769720101777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.89367048346056,19.0,48,3,3,2,1,2,0.0
478,478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.021755725190838,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.78441475826972,27.0,48,3,3,8,3,4,0.0
479,479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.324809160305346,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.568861323155216,8.0,41,3,3,1,4,2,0.0
480,480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.2567748091603,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.6780534351145,21.0,39,4,3,8,4,11,0.0
481,481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.49716921119593,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.24634223918575,4.0,27,4,3,2,1,2,0.0
482,482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.285623409669212,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.583524173027987,3.0,35,4,2,2,2,1,0.0
483,483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.925445292620868,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.913231552162843,21.0,42,3,2,0,4,0,0.0
484,484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.219115776081422,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.799713740458015,8.0,50,4,3,0,1,0,0.0
485,485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.574332061068706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19.04879134860051,30.0,59,4,3,3,3,4,0.0
486,486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.125254452926209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.030470737913488,15.0,37,2,1,0,1,0,1.0
487,487,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.212277353689563,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.97808524173027,17.0,55,2,3,7,3,6,0.0
488,488,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.886927480916029,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.316921119592871,21.0,41,3,3,10,2,5,0.0
489,489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.908365139949115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.199904580152676,19.0,38,4,3,0,2,0,0.0
490,490,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.097455470737916,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.90111323155216,7.0,26,1,3,2,2,2,1.0
491,491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.219370229007628,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.652608142493646,33.0,52,4,3,9,1,6,1.0
492,492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.544751908396954,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.69195292620865,23.0,44,4,3,11,4,11,0.0
493,493,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.902926208651397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.5277989821883,19.0,50,3,3,13,4,0,0.0
494,494,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.421596692111969,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.59933206106871,18.0,36,1,3,14,3,15,1.0
495,495,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.395229007633588,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.317907124681923,21.0,39,1,3,8,4,2,0.0
496,496,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.20015903307888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.040617048346054,3.0,33,4,2,2,2,2,0.0
497,497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.50423027989822,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.353339694656494,26.0,45,4,4,1,4,1,0.0
498,498,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.299681933842242,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.839726463104336,10.0,32,3,3,7,4,7,0.0
499,499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.458810432569976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.035178117048346,16.0,34,4,2,9,2,0,0.0
500,500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.431011450381677,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.872582697201,14.0,59,4,1,4,2,0,0.0
501,501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.533078880407126,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.743924936386763,6.0,45,2,3,4,2,0,0.0
502,502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46889312977099,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.644338422391865,30.0,53,2,3,12,3,6,0.0
503,503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.122296437659031,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.556679389312984,9.0,36,3,2,0,1,0,1.0
504,504,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01924300254453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.271564885496176,6.0,26,1,3,2,1,1,1.0
505,505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.556520356234094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.132569974554706,1.0,34,3,3,0,3,0,0.0
506,506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.41351781170484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.604993638676856,1.0,28,2,3,0,4,0,0.0
507,507,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.308174300254455,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.19045801526717,8.0,38,3,3,2,3,2,0.0
508,508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.148282442748092,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.73075699745547,29.0,50,3,2,7,2,7,0.0
509,509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.98330152671756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.34691475826972,8.0,37,2,2,1,4,0,0.0
510,510,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.85995547073792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.132283715012717,8.0,40,1,2,5,3,7,0.0
511,511,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.586386768447843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.82124681933843,5.0,26,3,3,3,1,1,0.0
512,512,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.153975826972006,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.746342239185756,23.0,46,4,3,2,4,2,0.0
513,513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.258237913486008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.118702290076335,13.0,54,3,3,0,3,7,0.0
514,514,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.08088422391856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.23781806615776,18.0,56,3,3,3,1,0,0.0
515,515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.065935114503818,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.928912213740466,15.0,36,4,2,8,4,7,0.0
516,516,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.87137404580152,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.16542620865141,31.0,55,1,4,2,3,6,0.0
517,517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.410750636132311,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.705089058524177,18.0,43,4,3,0,3,0,0.0
518,518,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.495483460559797,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.943861323155215,2.0,20,4,3,2,4,0,1.0
519,519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.921628498727733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.70187659033078,1.0,21,1,2,0,3,1,1.0
520,520,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.369115776081424,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.38301526717557,19.0,46,1,3,7,4,1,0.0
521,521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.489980916030532,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.535305343511453,18.0,51,3,4,7,1,2,1.0
522,522,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.112022900763362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15.711959287531812,10.0,28,1,2,9,2,1,0.0
523,523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.04901399491094,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.67041984732825,6.0,26,1,3,3,1,1,0.0
524,524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.495006361323158,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.282919847328248,7.0,30,1,2,2,3,0,0.0
525,525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.26020992366412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.388645038167926,10.0,41,3,3,8,2,0,0.0
526,526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.984637404580154,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.386577608142495,20.0,38,3,2,9,3,1,0.0
527,527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.281361323155222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.48094783715012,14.0,40,4,3,1,1,11,0.0
528,528,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.517652671755728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.948187022900754,3.0,27,3,3,2,1,1,0.0
529,529,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99669211195929,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.938899491094144,23.0,55,2,3,2,4,1,0.0
530,530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.485814249363862,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.619083969465652,10.0,28,3,4,7,3,1,0.0
531,531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.41634860050891,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.088422391857511,24.0,44,1,3,6,2,3,1.0
532,532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.096215012722642,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.806297709923667,9.0,33,4,3,2,4,1,0.0
533,533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.105916030534354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.87337786259541,9.0,35,1,3,7,4,4,1.0
534,534,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9448155216285,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.759605597964384,14.0,33,3,3,8,1,3,1.0
535,535,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.60594783715013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.869815521628498,4.0,28,3,2,2,1,2,0.0
536,536,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13097964376591,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.11154580152671,7.0,34,4,2,4,1,0,0.0
537,537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.581138676844787,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.46377226463104,8.0,37,4,3,0,4,0,0.0
538,538,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.373600508905849,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.38161577608141,7.0,25,4,4,6,4,5,1.0
539,539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.10152671755725,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.045419847328233,1.0,26,3,2,0,1,0,1.0
540,540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.112372773536896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.23034351145038,5.0,33,2,3,2,1,2,1.0
541,541,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.518479643765904,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.84312977099236,23.0,42,1,3,7,4,13,0.0
542,542,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.20626590330789,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.840998727735371,1.0,28,2,3,0,1,0,1.0
543,543,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.617302798982188,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.430375318066154,5.0,50,3,3,0,4,0,1.0
544,544,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.502735368956747,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.951940203562344,4.0,33,2,3,2,4,0,0.0
545,545,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.942557251908397,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.187277353689565,6.0,34,4,3,0,3,0,0.0
546,546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.930693384223924,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.33902671755726,27.0,48,4,2,1,1,2,0.0
547,547,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.102830788804074,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.430248091603056,15.0,45,3,3,12,2,4,0.0
548,548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.426717557251898,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.81498091603053,18.0,52,2,3,0,2,4,0.0
549,549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.65951017811705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.755597964376594,9.0,38,3,3,7,3,2,0.0
550,550,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.008110687022905,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.565807888040712,11.0,29,4,3,7,3,1,0.0
551,551,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.296501272264624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.547169211195929,10.0,28,2,2,7,4,1,0.0
552,552,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.33571882951654,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.143161577608142,23.0,46,3,3,9,1,4,0.0
553,553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.043734096692113,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.589694656488552,10.0,38,2,3,0,4,0,0.0
554,554,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.546755725190843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16.170610687022894,18.0,43,1,3,1,3,0,0.0
555,555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.113581424936385,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.48874045801526,21.0,39,4,3,5,1,11,1.0
556,556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.500699745547069,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.045133587786264,21.0,40,3,4,9,3,4,0.0
557,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.232888040712467,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.69850508905853,2.0,21,2,4,2,4,2,0.0
558,558,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.124777353689566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.627003816793888,9.0,39,2,2,3,3,0,0.0
559,559,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.004262086513997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.32172391857506,18.0,36,4,3,9,1,0,0.0
560,560,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.912340966921121,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.679134860050889,3.0,31,4,3,2,3,2,0.0
561,561,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.8972010178117,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.42258269720103,6.0,28,2,1,4,1,0,0.0
